Majority protein IDs- with isoform information,Replicate,Ratio M/L 1,Ratio M/L 2,Ratio M/L 3,Ratio M/L 4,Ratio M/L 5,Ratio M/L 6,Ratio M/L 7,Ratio M/L 8,Ratio M/L 9,Ratio M/L 10,Ratio M/L 11,Ratio M/L 12,Ratio M/L 13,Ratio M/L 14,Ratio M/L 15,Ratio M/L 16,Ratio M/L 17,Ratio M/L 18,Ratio M/L 19,Ratio M/L 20,Ratio M/L 21,Ratio M/L 22,Ratio M/L 23,Ratio M/L 24,Ratio M/L 25,Ratio M/L 26,Ratio M/L 27,Ratio M/L 28,Ratio M/L 29,Ratio M/L 30,Ratio M/L 31,Ratio M/L 32,Ratio M/L 33,Ratio M/L 34,Ratio M/L 35,Ratio M/L 36,Ratio M/L 37,Ratio M/L 38,Ratio M/L 39,Ratio M/L 40,Ratio M/L 41,Ratio M/L 42,Ratio M/L 43,Ratio M/L 44,Ratio M/L 45,Ratio M/L 46,Ratio M/L 47,Ratio M/L 48,Ratio M/L 49,Ratio M/L 50,Ratio M/L 51,Ratio M/L 52,Ratio M/L 53,Ratio M/L 54,Ratio M/L 55
Q92995,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.065,NaN,1.2747,2.829,3.8449,5.8155,4.1177,4.5559,5.0635,4.9768,3.0792,NaN
Q93008-1,2,NaN,0.64365,NaN,NaN,0.66487,NaN,NaN,0.75616,NaN,NaN,0.56555,NaN,0.60625,0.77572,0.96576,1.2154,1.3587,1.4178,2.2408,1.8245,1.7429,1.8576,1.9636,1.6994,1.8318,2.2836,1.9495,1.3636,1.1454,1.2349,NaN,NaN,0.29109,NaN,NaN,NaN,NaN,0.40468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q93015-2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7133,2.5343,3.1648
Q93034,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15875,NaN,NaN,0.53752,NaN,NaN,0.46337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2503,NaN,1.6614,NaN,1.536,1.8201,1.6812,1.8034,1.969,1.7819,1.4929,2.124,2.0325,2.1335,5.7493,6.5463,4.9344,5.3503,3.7133,2.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q93045-2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.04001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.075978,0.33346,0.16325,NaN,0.21586,0.3144,0.6249,0.7938,NaN,0.97839,NaN,NaN,1.6285,NaN,NaN,1.4749,NaN,0.54115,NaN,NaN,0.61877,NaN,3.7318,6.669,24.763
Q93052,2,NaN,NaN,NaN,NaN,NaN,0.18543,NaN,0.53692,NaN,NaN,NaN,NaN,0.20067,0.20625,0.34482,NaN,NaN,0.36717,0.42309,NaN,NaN,NaN,NaN,NaN,NaN,0.1766,0.26623,0.24282,0.46299,0.22189,NaN,0.31769,NaN,0.2702,0.26889,0.44234,0.53716,0.57974,0.3249,0.55023,0.52758,NaN,0.91036,0.93057,1.2486,2.1863,2.6668,4.5593,4.9682,2.7958,2.5974,1.8133,1.2764,NaN,NaN
Q93084-4,2,NaN,4.0083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q969E8,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q969G3-2,2,NaN,1.731,7.443,4.3859,5.1466,2.1262,2.9604,0.82486,1.4492,1.1916,1.8794,0.98961,1.3871,NaN,1.407,NaN,NaN,1.754,NaN,1.3918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2653,NaN,NaN,NaN,NaN,3.9133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q969R8,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9668,7.941,NaN,NaN,NaN,NaN
Q969S3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2267,8.2583,3.4158,4.5975,4.1084
Q969S9-3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.1353
Q969U7,2,0.16883,0.12842,0.22554,0.11411,0.15696,0.13392,0.14309,0.14765,NaN,0.13784,0.13013,NaN,NaN,NaN,0.11526,0.11886,0.14108,NaN,0.25646,0.48773,0.72422,1.2162,2.0401,3.0952,3.0448,2.9353,2.3591,1.352,0.9727,0.92801,0.98141,1.2026,2.0919,3.5693,6.359,8.4944,8.2768,7.6129,7.6683,5.1949,4.016,2.4234,1.6052,1.1216,0.61738,0.52601,0.27108,0.32103,0.44185,0.27408,NaN,0.17288,0.19449,0.31519,0.53465
Q969X0,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q969Y2-3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9931,2.8276,3.0811,3.0551,2.8,2.3255,1.5701,NaN,NaN,NaN,NaN
Q969Z0,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96A35,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1338,3.2162,6.2588,5.7116,3.3749,1.9959,1.3851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96A49,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.67394,NaN,NaN,1.8807,7.3127,5.2271,5.073,4.613,3.8315,3.5919,1.4419,4.3696,1.7911,2.0843,3.5013,1.5557,1.0223,0.7267
Q96A65,2,NaN,1.5402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2383,1.1335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96AE4,2,0.50401,1.3164,1.4678,1.8278,NaN,0.60382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.29897,NaN,0.34838,0.33864,NaN,0.55222,0.44872,0.47473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96AE4-2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96AG4,2,11.425,3.753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96AJ9-1,2,NaN,NaN,5.3523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96B23-2,2,NaN,0.65413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.64456,0.39858,NaN,NaN,NaN,NaN,1.1978,1.2672,2.6398,2.2243,2.0957,2.2312,1.9893,1.2752,1.982,1.5272,1.6964,3.3445,2.0195,2.0145,2.3907,2.1713,2.4205,2.37,1.7379,2.4575,NaN,3.0774,2.516,0.60497,1.5312,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96B26,2,NaN,NaN,2.796,2.7288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96B36,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9559,NaN,NaN,3.9578,NaN,3.0963,3.8126,2.3415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.90897,1.0433,NaN,0.88291,NaN,NaN,NaN,NaN,NaN
Q96B45,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96B97,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.70229,NaN,NaN,1.1798,1.0475,1.8039,2.5948,3.115,3.1111,3.9793,3.6036,3.8432,3.5647,2.0439,NaN,NaN,1.0202,0.86627,0.81244,0.80516,0.58047,1.5806,1.3958,0.55743,0.56019,NaN,NaN,NaN,NaN,0.49417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.34003,NaN
Q96BD8-2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96BK5,2,NaN,NaN,2.5684,NaN,2.4254,2.6353,3.2774,3.2553,NaN,6.1947,1.7397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.38173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96BN8,2,NaN,1.2581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96BW1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0742,1.1359,0.92327,1.1276,NaN,1.4054,1.3576,1.4071,1.5984,2.1159,NaN,2.0807,NaN,NaN,2.1586,1.9308,2.2447,NaN,NaN,1.9302,NaN,1.8316,1.6898,NaN,2.1069,1.3205,1.1909,1.1977,NaN,NaN,0.97737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96BW5-2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5497,NaN,NaN,NaN,NaN,2.8289,NaN,2.6472
Q96BY6,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.6396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96C19,2,NaN,NaN,3.9254,NaN,0.42363,NaN,NaN,0.83487,NaN,0.48032,0.44966,NaN,NaN,NaN,NaN,0.55761,NaN,NaN,0.72984,0.64995,NaN,NaN,NaN,NaN,NaN,0.68643,NaN,NaN,0.37591,0.294,NaN,1.1647,1.4136,1.8358,1.049,1.4986,1.6833,1.8795,2.9302,1.4511,1.7574,1.8252,2.0274,1.1547,1.2577,2.2868,3.8865,3.2291,1.363,2.5213,2.0759,3.542,1.6004,3.3421,3.6493
Q96C36,2,NaN,0.94818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.66525,NaN,NaN,NaN,NaN,NaN,0.69185,NaN,0.77142,NaN,NaN,NaN,0.78469,0.95976,NaN,NaN,NaN,NaN,1.0919,1.5099,2.0149,2.7748,3.2365,2.6715,2.6173,2.924,2.4257,1.3705,1.918,1.8664,1.8559,1.3655,1.1569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96C86,2,0.19552,0.10652,0.37533,0.18869,0.21227,0.24695,0.18247,NaN,0.34067,0.31613,0.43389,0.18035,0.26223,0.26102,0.37113,0.1215,0.12531,0.18379,0.19872,0.18354,0.15922,0.12584,0.16196,0.19295,0.11259,0.22789,0.22433,0.22126,0.15029,0.27289,0.32829,0.27071,0.23169,0.27873,0.31687,0.307,0.33453,0.33648,0.34517,0.42789,0.33865,0.48902,0.41201,0.55262,0.55013,0.67236,0.59656,0.76169,0.88156,1.4983,2.8033,7.3636,3.5804,3.1908,3.3086
Q96CN7,2,0.062245,NaN,0.3222,NaN,NaN,NaN,0.21499,0.11932,NaN,NaN,0.1551,0.18231,NaN,0.14276,0.26456,0.074051,NaN,0.10515,0.1953,NaN,NaN,0.18785,NaN,0.1087,NaN,0.24479,0.18873,NaN,NaN,NaN,0.12384,0.24302,0.17282,0.18239,0.13295,0.12918,0.16284,0.18592,NaN,0.20856,0.18845,0.20233,0.1816,NaN,0.1543,0.1852,0.20466,0.44309,1.338,4.5101,8.9991,14.565,18.853,17.201,10.396
Q96CN9,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6704,3.4959,3.0701,3.3388,2.2891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96CS3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.38746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96CT7,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.18777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96CV9-3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0633,2.3431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96CW5-2,2,NaN,NaN,NaN,2.5311,NaN,2.7379,NaN,NaN,NaN,NaN,2.8144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96CW6,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1143,1.6925,1.5506,2.2604,NaN,2.3312,NaN,NaN,NaN
Q96CX2,2,NaN,NaN,NaN,NaN,NaN,0.44595,0.50041,NaN,NaN,0.66034,NaN,0.31536,NaN,NaN,0.35137,NaN,NaN,NaN,NaN,NaN,0.62334,NaN,NaN,NaN,NaN,0.59823,NaN,0.8172,0.72528,NaN,NaN,0.9333,1.0136,1.1746,1.7362,1.7011,1.7243,2.4275,2.5352,3.5539,2.4061,2.5536,1.4941,1.3079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96CX6,2,0.1482,NaN,0.7467,NaN,1.5109,NaN,0.45527,0.47883,NaN,NaN,0.41135,NaN,0.37591,NaN,0.36741,0.46108,0.48416,0.49536,0.52815,0.95761,NaN,1.4687,NaN,NaN,1.2117,NaN,1.9663,1.4636,1.6919,NaN,NaN,1.5284,1.4067,1.7487,2.8406,3.5169,2.3666,1.936,1.8754,1.3942,1.3112,1.1368,1.2049,1.8269,NaN,2.0754,2.4412,2.917,5.2765,9.2455,3.8507,3.7687,NaN,NaN,NaN
Q96D71-3,2,NaN,3.7529,2.5254,NaN,0.65527,0.43256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.592,5.5191,2.3107,1.7129,1.7131,1.3307,0.89817,NaN,NaN,0.57352,0.57538,NaN,NaN,0.93306,1.2869,1.6455,1.7999,1.5635,2.3567,1.8132,1.0827,0.8361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96DE5,2,NaN,NaN,4.024,3.6597,2.0565,4.8979,2.2047,2.6689,3.9744,NaN,NaN,NaN,NaN,NaN,0.90065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96DI7,2,NaN,NaN,NaN,6.4706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96DV4,2,NaN,NaN,NaN,NaN,NaN,0.60519,0.87357,NaN,1.5368,2.0145,2.2338,2.5561,1.9093,1.591,1.265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96E09,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.26929,NaN,NaN,NaN,NaN,0.57628,NaN,NaN,1.9637,3.5705,2.753,2.7081,2.0331,3.0486,1.9062,1.5365,1.7643,NaN,NaN,NaN,NaN,NaN,NaN
Q96EA4-2,2,0.19639,NaN,1.3828,NaN,NaN,0.7549,0.91779,NaN,0.99167,0.43916,1.0591,0.5189,1.2137,1.3865,1.5304,0.57819,NaN,0.94171,1.0282,1.2388,1.244,NaN,NaN,1.2853,1.319,1.484,1.4465,2.3022,1.7818,2.961,3.8887,2.5401,1.7872,1.0905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96EB6,2,0.15326,0.54229,NaN,0.77098,NaN,NaN,NaN,NaN,NaN,0.52894,NaN,0.62835,0.47441,0.52331,0.61502,NaN,0.78924,0.46294,0.15355,0.72,0.38238,0.97094,1.105,1.0978,1.2596,1.4833,1.8174,2.1385,2.7097,4.7775,3.4757,5.1946,6.028,5.5896,4.6817,3.8441,1.803,1.486,1.47,0.90426,0.90129,0.78701,1.0221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96EF9,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q96EK5,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0546,3.2071,2.8345,4.02,2.7867,NaN,NaN,NaN,NaN
