ComplexID	ComplexName	Organism	Synonyms	Cell line	subunits(UniProt IDs)	subunits(Entrez IDs)	Protein complex purification method	GO ID	GO description	FunCat ID	FunCat description	Subunits comment	SWISSPROT organism	subunits(Protein name)	Disease comment	PubMed ID	subunits(Gene name)	Complex comment
2274	Beta-catenin-Cadherin-Grip-liprin-alpha-GluR2/3 complex	Rat	None	None	P19491;P19492;P97879;Q91Z79;Q91Z80;Q9WTW1;Q9WU82;Q9Z1Y3	29627;29628;84016;140591;140592;171571;84353;83501	MI:0006- anti bait coimmunoprecipitation	GO:0006886;GO:0006605;GO:0015031;GO:0032505;GO:9999994;GO:9999984	intracellular protein transport;protein targeting;protein transport;reproduction of a single-celled organism;no GO term corresponding to 73.03.13;no GO term corresponding to 77.03.01.01.01	14.04;14;20.01.10;41.05.13.01;73.03.13;77.03.01.01.01	protein targeting, sorting and translocation;PROTEIN FATE (folding, modification, destination);protein transport;synaptogenesis;neuron;brain	None	Rattus norvegicus;Rattus norvegicus;Rattus norvegicus;Rattus norvegicus;Rattus norvegicus;Rattus norvegicus;Rattus norvegicus;Rattus norvegicus	Glutamate receptor 2;Glutamate receptor 3;Glutamate receptor-interacting protein 1;Liprin-alpha-3;Liprin-alpha-4;Glutamate receptor-interacting protein 2;Catenin beta-1;Cadherin-2	None	15750591	Gria2;Gria3;Grip1;Ppfia3;Ppfia4;Grip2;Ctnnb1;Cdh2	The authors suggest that LAR-RPTPs (Leukocyte common antigen-related (LAR) family receptor protein tyrosine phosphatases) contribute to synapse morphogenesis by regulating the synaptic delivery of a protein complex that is scaffolded by GRIP and liprin-alpha and that includes AMPA receptors and cadherin-beta-catenin.
2275	GluR receptor complex	Rat	None	None	P19490;P19491;P19492;P19493	50592;29627;29628;29629	MI:0019- coimmunoprecipitation; MI:0071- molecular sieving	GO:0008324;GO:0006812;GO:0005216;GO:0007215;GO:0007268;GO:0005886;GO:9999984	cation transmembrane transporter activity;cation transport;ion channel activity;glutamate receptor signaling pathway;synaptic transmission;plasma membrane;no GO term corresponding to 77.03.01.01.01	20.01.01.01;20.03.01.01;30.05.02.24.05;34.03.01;70.02;70.02.01;77.03.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.);ion channels;glutamate signalling pathway;synaptic transmission;eukaryotic plasma membrane / membrane attached;eukaryotic intracellular plasma membrane;brain	None	Rattus norvegicus;Rattus norvegicus;Rattus norvegicus;Rattus norvegicus	Glutamate receptor 1;Glutamate receptor 2;Glutamate receptor 3;Glutamate receptor 4	None	1309749	Gria1;Gria2;Gria3;Gria4	Immunolabeling done from detergent solubilized rat brain membranes.
2276	GluR1 homomer complex	Rat	None	None	P19490	50592	MI:0019- coimmunoprecipitation	GO:0008324;GO:0006812;GO:0005216;GO:0007268;GO:0007611;GO:9999994;GO:9999984	cation transmembrane transporter activity;cation transport;ion channel activity;synaptic transmission;learning or memory;no GO term corresponding to 73.03.13;no GO term corresponding to 77.03.01.01.01	20.01.01.01;20.03.01.01;34.03.01;36.25.03.04.01;73.03.13;77.03.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.);ion channels;synaptic transmission;learning and memory;neuron;brain	None	Rattus norvegicus	Glutamate receptor 1	None	15924137	Gria1	Ser831 phosphorylation of GluR1 by CaMKII enhances the single-channel conductance of GluR1 homomers, and this tightly correlates with the increased channel conductance of synaptic AMPARs during LTP (long-term potentiation).
2277	D2 receptor-GluR2-GluR1 complex	Rat	None	None	P19490;P19491;P61169	50592;29627;24318	MI:0006- anti bait coimmunoprecipitation; MI:0096- pull down	GO:0006886;GO:0006605;GO:0015031;GO:0008324;GO:0006812;GO:0005216;GO:0007212;GO:0007268;GO:9999984	intracellular protein transport;protein targeting;protein transport;cation transmembrane transporter activity;cation transport;ion channel activity;dopamine receptor signaling pathway;synaptic transmission;no GO term corresponding to 77.03.01.01.01	14.04;14;20.01.10;20.01.01.01;20.03.01.01;30.05.02.24.03;34.03.01;77.03.01.01.01	protein targeting, sorting and translocation;PROTEIN FATE (folding, modification, destination);protein transport;cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.);ion channels;dopamine receptor signalling pathway;synaptic transmission;brain	None	Rattus norvegicus;Rattus norvegicus;Rattus norvegicus	Glutamate receptor 1;Glutamate receptor 2;D(2) dopamine receptor	None	15858065	Gria1;Gria2;Drd2	The authors show that D2 receptors interact with the GluR1 subunit only in the presence of the GluR2 subunit, indicating that GluR2 subunit is responsible for D2-AMPA receptor complex formation. In further experiments they show that D2 receptors interact with GluR2 subunit through NSF.
2281	Protein kinase A II alpha homodimer complex	Mouse	None	None	P12367	19087	MI:0077- nuclear magnetic resonance	GO:0035556;GO:0019933	intracellular signal transduction;cAMP-mediated signaling	30.01;30.01.05.01;30.01.09.07	cellular signalling;protein kinase;cAMP/cGMP mediated signal transduction	None	Mus musculus	cAMP-dependent protein kinase type II-alpha regulatory subunit	None	11985580	Prkar2a	None
2294	ABI1-WASF2 complex	Human	None	None	Q8IZP0;Q9Y6W5	10006;10163	MI:0019- coimmunoprecipitation	GO:0030036	actin cytoskeleton organization	42.04.03	actin cytoskeleton	None	Homo sapiens;Homo sapiens	Abl interactor 1;Wiskott-Aldrich syndrome protein family member 2	None	16155590	ABI1;WASF2	None
2296	Abi1-Wasl complex	Mouse	None	None	Q8CBW3;Q91YD9	11308;73178	MI:0019- coimmunoprecipitation	GO:0030036	actin cytoskeleton organization	42.04.03	actin cytoskeleton	None	Mus musculus;Mus musculus	Abl interactor 1;Neural Wiskott-Aldrich syndrome protein	None	16155590	Abi1;Wasl	None
2297	ABI1-WASL complex	Human	None	None	O00401;Q8IZP0	8976;10006	MI:0004- affinity chromatography technologies	GO:0030036	actin cytoskeleton organization	42.04.03	actin cytoskeleton	None	Homo sapiens;Homo sapiens	Neural Wiskott-Aldrich syndrome protein;Abl interactor 1	Neural Wiskott-Aldrich syndrome	16155590	WASL;ABI1	None
2300	Profilin 2 complex	Human	None	None	O75116;P11142;P17600;P35080;P60709;Q05193;Q7L576;Q92777;Q9Y2A7	9475;3312;6853;5217;60;1759;23191;6854;10787	MI:0019- coimmunoprecipitation	GO:0006461;GO:0006897;GO:0030036	protein complex assembly;endocytosis;actin cytoskeleton organization	14.10;20.09.18.09.01;42.04.03	assembly of protein complexes;endocytosis;actin cytoskeleton	None	Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens	Rho-associated protein kinase 2;Heat shock cognate 71 kDa protein;Synapsin-1;Profilin-2;Actin, cytoplasmic 1;Dynamin-1;Cytoplasmic FMR1-interacting protein 1;Synapsin-2;Nck-associated protein 1	None	9463375	ROCK2;HSPA8;SYN1;PFN2;ACTB;DNM1;CYFIP1;SYN2;NCKAP1	None
2307	AP3D1-AP3S2 complex	Human	None	None	O14617;P59780	8943;10239	MI:0004- affinity chromatography technologies	GO:0006886;GO:0006605;GO:0015031	intracellular protein transport;protein targeting;protein transport	14.04;14;20.01.10	protein targeting, sorting and translocation;PROTEIN FATE (folding, modification, destination);protein transport	None	Homo sapiens;Homo sapiens	AP-3 complex subunit delta-1;AP-3 complex subunit sigma-2	None	15469849	AP3D1;AP3S2	None
2308	AP3D1-AP3S1 complex	Human	None	None	O14617;Q92572	8943;1176	MI:0018- two hybrid; MI:0004- affinity chromatography technologies	GO:0006886;GO:0006605;GO:0015031	intracellular protein transport;protein targeting;protein transport	14.04;14;20.01.10	protein targeting, sorting and translocation;PROTEIN FATE (folding, modification, destination);protein transport	None	Homo sapiens;Homo sapiens	AP-3 complex subunit delta-1;AP-3 complex subunit sigma-1	None	15469849	AP3D1;AP3S1	None
2318	ITGA6-ITGB4-Laminin10/12 complex	Human	integrin complex	None	O15230;P07942;P11047;P16144;P23229	3911;3912;3915;3691;3655	MI:0004- affinity chromatography technologies	GO:0007155	cell adhesion	34.07	cell adhesion	None	Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens	Laminin subunit alpha-5;Laminin subunit beta-1;Laminin subunit gamma-1;Integrin beta-4;Integrin alpha-6	None	10671376	LAMA5;LAMB1;LAMC1;ITGB4;ITGA6	None
2319	ITGA6-ITGB4-Laminin10/12 complex	Human	integrin complex	None	O15230;P11047;P16144;P23229;P55268	3911;3915;3691;3655;3913	MI:0004- affinity chromatography technologies	GO:0007155	cell adhesion	34.07	cell adhesion	None	Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens	Laminin subunit alpha-5;Laminin subunit gamma-1;Integrin beta-4;Integrin alpha-6;Laminin subunit beta-2	None	10671376	LAMA5;LAMC1;ITGB4;ITGA6;LAMB2	None
2320	ITGA6-ITGB4-CD151 complex	Human	integrin complex	None	P16144;P23229;P48509	3691;3655;977	MI:0019- coimmunoprecipitation	GO:0005515;GO:0007160;GO:9999981	protein binding;cell-matrix adhesion;no GO term corresponding to 77.03.02.05	16.01;18.01.07;34.07.02;77.03.02.05	protein binding;regulation by binding / dissociation;cell-matrix adhesion;skin	None	Homo sapiens;Homo sapiens;Homo sapiens	Integrin beta-4;Integrin alpha-6;CD151 antigen	None	10811835	ITGB4;ITGA6;CD151	The recruitment of Cd151 into hemidesmosomes is regulated by the integrin alpha6beta4.
2321	ITGA6-ITGB4-FYN complex	Human	integrin complex	None	P06241;P16144;P23229	2534;3691;3655	MI:0019- coimmunoprecipitation	GO:0005515;GO:0006921;GO:9999981	protein binding;cellular component disassembly involved in execution phase of apoptosis;no GO term corresponding to 77.03.02.05	16.01;18.01.07;40.10.02.02.03;77.03.02.05	protein binding;regulation by binding / dissociation;disassembly of cell structures;skin	None	Homo sapiens;Homo sapiens;Homo sapiens	Proto-oncogene tyrosine-protein kinase Fyn;Integrin beta-4;Integrin alpha-6	None	11684709	FYN;ITGB4;ITGA6	EGF-R with  ITGA6-ITGB4 and, through the tyrosine kinase Fyn, induces phosphorylation of the beta4 tail (ITGB4) and disruption of hemidesmosomes.
2322	ITGA6-ITGB4-LAMA5 complex	Human	integrin complex	None	O15230;P16144;P23229	3911;3691;3655	MI:0019- coimmunoprecipitation	GO:0007155;GO:9999991;GO:9999981	cell adhesion;no GO term corresponding to 75.03.09;no GO term corresponding to 77.03.02.05	34.07;75.03.09;77.03.02.05	cell adhesion;epithelium;skin	None	Homo sapiens;Homo sapiens;Homo sapiens	Laminin subunit alpha-5;Integrin beta-4;Integrin alpha-6	None	7556090	LAMA5;ITGB4;ITGA6	None
2323	ITGA6-ITGB4 complex	Human	integrin complex	None	P16144;P23229	3691;3655	MI:0019- coimmunoprecipitation; MI:0030- cross-linking studies	GO:0023052;GO:0006928;GO:9999981	signaling;movement of cell or subcellular component;no GO term corresponding to 77.03.02.05	30.01.05;30.01.05.01.05;30.01.05.01.06;30.01.05.03;30.01.05.05.03;30.01.11;30.05.01.05;30.05.02;30.05.02.28;30.05.02.30;30.07;02.45.11;34.05;77.03.02.05	enzyme mediated signal transduction;tyrosine kinase;serine/threonine kinase;protease mediated signal transduction;trimeric G-protein mediated signal transduction;ligand-dependent nuclear receptors;interleukine receptor signalling pathway;non-enzymatic receptor mediated signalling;cadherin mediated signalling pathway;ion channel mediated signalling pathway;regulation of signal transduction;conversion to kinetic energy (e.g. movement);cell motility;skin	None	Homo sapiens;Homo sapiens	Integrin beta-4;Integrin alpha-6	None	2649503	ITGB4;ITGA6	None
2342	ITGAV-ITGB8-MMP14-TGFB1 complex	Human	None	None	P01137;P06756;P26012;P50281	7040;3685;3696;4323	MI:0004- affinity chromatography technologies; MI:0019- coimmunoprecipitation	GO:0051098;GO:0005515;GO:0050789;GO:0005886;GO:9999991;GO:9999987	regulation of binding;protein binding;regulation of biological process;plasma membrane;no GO term corresponding to 75.03.09;no GO term corresponding to 75.03.17	18.01.07;16.01;18.01;18.02;18.02.10;70.02;70.02.01;75.03.09;75.03.17	regulation by binding / dissociation;protein binding;regulation by ;regulation of protein activity;regulation of channel activity;eukaryotic plasma membrane / membrane attached;eukaryotic intracellular plasma membrane;epithelium;nervous tissue	None	Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens	Transforming growth factor beta-1;Integrin alpha-V, Precursor; ;Integrin beta-8;Matrix metalloproteinase-14	None	11970960	TGFB1;ITGAV;ITGB8;MMP14	SLC binds to alphav-beta8, an integrin expressed by normal epithelial and neuronal cells in vivo. This binding results in the membrane type 1 (MT1)-MMP-dependent release of active TGF-beta, which leads to autocrine and paracrine effects on cell growth and matrix production.
2343	ITGAV-ITGB5-PLAUR complex	Human	integrin complex	None	P06756;P18084;Q03405	3685;3693;5329	MI:0019- coimmunoprecipitation	GO:0016477	cell migration	34.05.01	cell migration	None	Homo sapiens;Homo sapiens;Homo sapiens	Integrin alpha-V, Precursor; ;Integrin beta-5, Precursor; ;Urokinase plasminogen activator surface receptor	None	10537314	ITGAV;ITGB5;PLAUR	uPAR association with alpha(v)beta5 leads to a functional interaction of these receptors and suggests that uPAR directs cytoskeletal rearrangements and cell migration by altering alpha(v)beta5 signaling specificity.
2345	ITGAV-ITGB5-ICAM4 complex	Human	integrin complex	None	P06756;P18084;Q14773	3685;3693;3386	MI:0401- biochemical	GO:0005515;GO:0007155	protein binding;cell adhesion	16.01;18.01.07;34.07	protein binding;regulation by binding / dissociation;cell adhesion	None	Homo sapiens;Homo sapiens;Homo sapiens	Integrin alpha-V, Precursor; ;Integrin beta-5, Precursor; ;Intercellular adhesion molecule 4, Precursor;	None	11435317	ITGAV;ITGB5;ICAM4	None
2346	ITGAV-ITGB5-ADAM9 complex	Human	integrin complex	None	P06756;P18084;Q13443	3685;3693;8754	MI:0054- fluorescence-activated cell sorting	GO:0005515;GO:0007155	protein binding;cell adhesion	16.01;18.01.07;34.07	protein binding;regulation by binding / dissociation;cell adhesion	None	Homo sapiens;Homo sapiens;Homo sapiens	Integrin alpha-V, Precursor; ;Integrin beta-5, Precursor; ;Disintegrin and metalloproteinase domain-containing protein 9	None	11162558	ITGAV;ITGB5;ADAM9	MDC-9 interacts with alpha(v)beta(5) in an RGD-independent manner.
2347	ITGAV-ITGB5-SPP1 complex	Human	integrin complex	None	P06756;P10451;P18084	3685;6696;3693	MI:0110- text mining	GO:0005515;GO:0007155	protein binding;cell adhesion	16.01;18.01.07;34.07	protein binding;regulation by binding / dissociation;cell adhesion	None	Homo sapiens;Homo sapiens;Homo sapiens	Integrin alpha-V, Precursor; ;Osteopontin;Integrin beta-5, Precursor;	None	16005200	ITGAV;SPP1;ITGB5	None
2348	ITGAV-ITGB5-CYR61 complex	Human	integrin complex	None	O00622;P06756;P18084	3491;3685;3693	MI:0004- affinity chromatography technologies	GO:0005515;GO:0051098;GO:0016477;GO:0007155	protein binding;regulation of binding;cell migration;cell adhesion	16.01;18.01.07;34.05.01;34.07	protein binding;regulation by binding / dissociation;cell migration;cell adhesion	None	Homo sapiens;Homo sapiens;Homo sapiens	Protein CYR61;Integrin alpha-V, Precursor; ;Integrin beta-5, Precursor;	None	11287419	CYR61;ITGAV;ITGB5	CYR61-dependent chemotaxis is mediated through integrin alpha(v)beta5.
2350	ITGAV-ITGB5 complex	Human	None	None	P06756;P18084	3685;3693	MI:0004- affinity chromatography technologies	GO:0005515;GO:0007155	protein binding;cell adhesion	16.01;18.01.07;34.07	protein binding;regulation by binding / dissociation;cell adhesion	None	Homo sapiens;Homo sapiens	Integrin alpha-V, Precursor; ;Integrin beta-5, Precursor;	None	1694173	ITGAV;ITGB5	None
2351	ITGB6-FYN-FN1 complex	Human	None	None	P02751;P06241;P18564	2335;2534;3694	MI:0019- coimmunoprecipitation	GO:0051098;GO:0005515;GO:0035556;GO:0023052	regulation of binding;protein binding;intracellular signal transduction;signaling	18.01.07;16.01;30.01;30.01.05.01;30.01.05;30.01.05.01.05;30.01.05.01.06;30.01.05.03;30.01.05.05.03;30.01.11;30.05.01.05;30.05.02;30.05.02.28;30.05.02.30;30.07	regulation by binding / dissociation;protein binding;cellular signalling;protein kinase;enzyme mediated signal transduction;tyrosine kinase;serine/threonine kinase;protease mediated signal transduction;trimeric G-protein mediated signal transduction;ligand-dependent nuclear receptors;interleukine receptor signalling pathway;non-enzymatic receptor mediated signalling;cadherin mediated signalling pathway;ion channel mediated signalling pathway;regulation of signal transduction	None	Homo sapiens;Homo sapiens;Homo sapiens	Fibronectin;Proto-oncogene tyrosine-protein kinase Fyn;Integrin beta-6	None	12917446	FN1;FYN;ITGB6	Integrin beta6 signaling activates Fyn and thus promotes oral cancer progression.
2352	ITGAV-ITGB6-SPP1 complex	Human	integrin complex	None	P06756;P10451;P18564	3685;6696;3694	MI:0004- affinity chromatography technologies	GO:0005515;GO:0007155	protein binding;cell adhesion	16.01;18.01.07;34.07	protein binding;regulation by binding / dissociation;cell adhesion	None	Homo sapiens;Homo sapiens;Homo sapiens	Integrin alpha-V, Precursor; ;Osteopontin;Integrin beta-6	None	16005200	ITGAV;SPP1;ITGB6	None
2353	ITGAV-ITGB6-TGFB3 complex	Human	integrin complex	None	P06756;P10600;P18564	3685;7043;3694	MI:0004- affinity chromatography technologies	GO:0005515;GO:0051098	protein binding;regulation of binding	16.01;18.01.07	protein binding;regulation by binding / dissociation	None	Homo sapiens;Homo sapiens;Homo sapiens	Integrin alpha-V, Precursor; ;Transforming growth factor beta-3;Integrin beta-6	None	11821050	ITGAV;TGFB3;ITGB6	None
